0.000,2.000,3.000,4.000,5.000,6.000,7.000,8.000,9.000,10.000
20.000,0.821,0.945,0.960,0.981,0.978,0.979,0.982,0.982,0.983
50.000,0.822,0.945,0.958,0.982,0.976,0.979,0.976,0.977,0.979
100.000,0.822,0.945,0.961,0.979,0.981,0.978,0.980,0.980,0.979
200.000,0.822,0.944,0.962,0.980,0.979,0.980,0.980,0.980,0.979
