0.003935594,0.045078114,-0.970832096,0.005680489,0.056936957,-3.367294802,0.009164791,0.059998872,-2.969677915,0.005448207,0.056948395,-3.41638203,0.005673851,0.059088714,-3.762586666,0.004537041,0.049860282,-1.099551101,0.005760936,0.060359266,-4.054551483
0.003752337,0.042840323,-0.505392487,0.005149212,0.053459121,-1.82621554,0.007280628,0.057603235,-1.922982719,0.005177155,0.054859031,-1.93856893,0.006302491,0.060748784,-2.585421387,0.004987409,0.052377037,-0.964249171,0.005449325,0.057144425,-2.368195976
0.003902565,0.044866408,-0.490364643,0.004963849,0.052802399,-1.482117064,0.006324835,0.054688987,-1.454588377,0.004997615,0.053210105,-1.785131162,0.005991461,0.058813944,-2.160226117,0.005173352,0.053768121,-0.994771496,0.005915329,0.060307141,-2.221520552
0.003911441,0.044387396,-0.419850083,0.004968015,0.05263171,-1.350727951,0.006160577,0.054351071,-1.398774064,0.00505405,0.05345883,-1.693314215,0.005629606,0.056723065,-1.966818116,0.005024911,0.053829146,-1.017468536,0.005592268,0.058148644,-1.779150458
0.003975624,0.044718578,-0.446328823,0.004846363,0.05141975,-1.226689098,0.006135156,0.05435225,-1.383969833,0.005837375,0.05604365,-1.853045154,0.005725898,0.057027865,-1.809080654,0.005117278,0.053845256,-1.117489883,0.005927261,0.059701692,-1.861184451
0.003948393,0.044375509,-0.408190424,0.004962324,0.052031909,-1.193924966,0.005917965,0.054199405,-1.420501233,0.005505255,0.054752359,-1.62029096,0.005722687,0.056745329,-1.620884214,0.00517016,0.054078715,-1.235247104,0.005795416,0.058726463,-1.750802645
0.003912542,0.04425294,-0.535851864,0.004818499,0.050999977,-1.171363524,0.005747046,0.053263808,-1.453186795,0.005630336,0.054996182,-1.749066059,0.005798286,0.057077481,-1.734689911,0.005273129,0.055118864,-1.413380236,0.005638906,0.057462202,-1.639555245
0.003937564,0.044217695,-0.513952236,0.004820737,0.051208938,-1.076718653,0.005744606,0.053363415,-1.466675126,0.005787809,0.056052169,-1.911760902,0.005933858,0.057680039,-1.827258617,0.005126985,0.054193923,-1.400528668,0.005641555,0.057749029,-1.726130785
0.003928801,0.044292878,-0.466341758,0.004809355,0.051039671,-0.999848574,0.005682122,0.053274973,-1.368470368,0.005626103,0.055366125,-1.73060677,0.005936527,0.057543437,-1.730193913,0.005060065,0.053871337,-1.286226808,0.00568374,0.057496379,-1.599364704
0.003954005,0.044611523,-0.50287974,0.004829586,0.051220167,-0.979044788,0.005630799,0.053293392,-1.301734092,0.00564095,0.055381509,-1.717685055,0.005823143,0.057166754,-1.627368338,0.005145861,0.054301218,-1.32719673,0.00576093,0.058145186,-1.620801192
