0.000,2.000,3.000,4.000,5.000,6.000,7.000,8.000,9.000,10.000
20.000,0.780,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
50.000,0.788,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
100.000,0.786,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
200.000,0.786,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
