0.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00
1.000000000000000000e+00,-7.062753149999999591e-01,-8.658092720000000186e-01,9.053410000000000624e-02,-8.294601390000000407e-01,-1.809010757000000025e+00,2.794957299999999839e-02,-2.510396354000000052e+00
2.000000000000000000e+00,-1.576283400000000057e-01,-3.303983609999999738e-01,2.625917700000000160e-02,-1.744100949999999872e-01,-8.205273090000000380e-01,2.550552380000000174e-01,-1.289989362000000028e+00
3.000000000000000000e+00,-1.970036099999999957e-02,-3.869033640000000274e-01,-1.999471620000000116e-01,9.563113400000000652e-02,-7.130238079999999812e-01,8.745005599999999824e-02,-1.048473280999999924e+00
4.000000000000000000e+00,-9.872201609999999850e-01,-3.525241769999999941e-01,-2.710975965999999904e+00,-6.243598300000000045e-02,-1.002623475999999902e+00,-9.313508900000000423e-01,-1.072323923000000079e+01
5.000000000000000000e+00,-8.796722289999999722e-01,-2.312590310000000038e-01,-2.191460971999999785e+00,-7.295825300000000069e-02,-7.672579050000000178e-01,-2.028038647999999888e+00,-9.764767919000000518e+00
6.000000000000000000e+00,-6.800569010000000469e-01,-1.844270020000000065e-01,-2.080744737999999927e+00,-5.141110399999999914e-02,-5.235818309999999975e-01,-1.618134307999999910e+00,-8.238375034000000596e+00
7.000000000000000000e+00,-1.089851342000000001e+00,-1.872761089999999962e-01,-2.156542766999999916e+00,-4.545660650000000191e-01,-8.249940829999999892e-01,-1.489566675000000062e+00,-7.232787828000000196e+00
8.000000000000000000e+00,-9.209166410000000358e-01,-1.281263850000000093e-01,-1.883988961000000018e+00,-3.175205729999999726e-01,-6.987167109999999903e-01,-1.288835795000000006e+00,-6.386645399999999917e+00
9.000000000000000000e+00,-1.055591225999999994e+00,-1.216211390000000031e-01,-2.265500767999999887e+00,-3.318207979999999724e-01,-7.704060329999999901e-01,-2.396192189999999833e+00,-6.209526493000000258e+00
1.000000000000000000e+01,-9.571623379999999459e-01,-1.261864480000000066e-01,-2.036689518999999837e+00,-4.584894420000000248e-01,-7.260540469999999802e-01,-2.295889847000000206e+00,-5.758054096999999594e+00
1.100000000000000000e+01,-8.594635309999999473e-01,-8.908204799999999701e-02,-1.847043084999999918e+00,-4.304773849999999902e-01,-6.279428009999999949e-01,-2.036525775999999954e+00,-5.395360243999999916e+00
1.200000000000000000e+01,-7.699670950000000458e-01,-5.313028300000000037e-02,-1.726586367999999982e+00,-3.515170309999999798e-01,-6.834289449999999544e-01,-1.832745837999999905e+00,-5.066798524000000192e+00
1.300000000000000000e+01,-6.796037209999999940e-01,-4.112156799999999723e-02,-1.598587984999999989e+00,-4.843406439999999868e-01,-6.567352669999999559e-01,-2.108993239000000131e+00,-4.875585378000000247e+00
1.400000000000000000e+01,-5.939023930000000284e-01,-2.211958099999999927e-02,-1.653239287999999974e+00,-6.535865610000000103e-01,-5.987608330000000478e-01,-2.498242043999999940e+00,-4.674389850999999929e+00
1.500000000000000000e+01,-5.255861720000000181e-01,-9.582596000000000516e-03,-1.678818542999999996e+00,-7.871271840000000353e-01,-5.601956129999999812e-01,-2.710874303999999846e+00,-4.377950404999999989e+00
1.600000000000000000e+01,-4.940755150000000206e-01,-2.658963180000000204e-01,-2.361628795000000114e+00,-7.722739830000000527e-01,-8.088054199999999971e-01,-3.069080007999999804e+00,-4.291727268999999900e+00
1.700000000000000000e+01,-4.465390790000000054e-01,-2.434116129999999989e-01,-2.278286372999999809e+00,-7.051988500000000437e-01,-7.403650859999999501e-01,-2.876679975000000056e+00,-4.028333117999999935e+00
1.800000000000000000e+01,-4.010783319999999819e-01,-1.988165120000000008e-01,-2.128262630000000044e+00,-6.276747849999999573e-01,-6.664225799999999866e-01,-2.713690697000000096e+00,-3.895840832999999837e+00
1.900000000000000000e+01,-3.683021899999999738e-01,-1.807485319999999895e-01,-2.043562571999999911e+00,-6.219440120000000460e-01,-6.244669750000000352e-01,-2.556007079000000015e+00,-3.782577299999999809e+00
2.000000000000000000e+01,-5.175023560000000522e-01,-2.071612750000000058e-01,-3.166395395999999973e+00,-7.416580170000000027e-01,-5.986194430000000288e-01,-2.500739917999999840e+00,-4.001429590999999952e+00
2.100000000000000000e+01,-4.799730779999999974e-01,-1.814694410000000091e-01,-3.003986464000000023e+00,-7.030763660000000081e-01,-5.614622999999999697e-01,-2.365292048000000147e+00,-3.867048989000000159e+00
2.200000000000000000e+01,-4.361881719999999851e-01,-1.700307249999999937e-01,-2.874168871000000181e+00,-6.557557539999999685e-01,-5.061559770000000347e-01,-2.229125557000000146e+00,-3.741756780999999865e+00
2.300000000000000000e+01,-4.466472029999999926e-01,-2.357179339999999901e-01,-2.764290439999999904e+00,-6.818630129999999623e-01,-5.334218259999999878e-01,-2.128663496000000155e+00,-3.703230131999999841e+00
2.400000000000000000e+01,-5.354089189999999832e-01,-2.296903200000000034e-01,-2.742136567000000191e+00,-6.984287710000000038e-01,-5.178337650000000014e-01,-2.058537031000000184e+00,-3.610840182000000009e+00
2.500000000000000000e+01,-7.932000479999999909e-01,-2.144652730000000118e-01,-2.646824001000000148e+00,-7.202467359999999985e-01,-4.835209630000000258e-01,-2.038403365000000189e+00,-3.436104734999999799e+00
